id,out_of_scope,abstract
5500,,"This article responds to calls in the literature for a major shift in approaches to explaining systemic risk. It applies insights from multiple disciplines, but departs from the monistic positivist research orientations of many previous contributions by taking a carefully argued pragmatic approach from management science to address non-linear intractability. A new operational behaviour paradigm of systemic failure is summarized, in which notions from evolutionary economics and complexity science are combined with an interpretation of entropy as risk uncertainty, to explain systemic risk in terms of catastrophic bifurcations simulated in the operational state-space of an agent-based computational model representing a highly simplified global financial system. Then the key features of a recent programme of theory development research based on this approach are described, in which the results of a simulation of Iceland's financial system collapse were validated with empirical data from annual reports over that period. Findings suggested that a lack of diversity in participation strategies among system participants may have been a key operational mechanism of catastrophic tensions over supply versus demand for financial services, confirming academic commentary on that event. In conclusion, the operational definition of systemic risk proposed in this research is argued to be a practical basis on which future research may be able to construct computational solutions capable of measuring systemic risk more accurately by predicting systemic failure of the global financial system in more detailed and realistic simulations for diverse applications such as financial system regulation and cyber-warfare impact analysis. "
8108,,This chapter surveys research on agent-based models used in finance. It will concentrate on models where the use of computational tools is critical for the process of crafting models which give insights into the importance and dynamics of investor heterogeneity in many financial settings. 
8783,,"The objective of this paper is to create a framework for sustainable product systems while considering the economic and environmental aspects of products. Specifically, this paper addresses the development of a ""Factor X"" model to study the diffusion of eco-innovation strategies. An adaptive agent based simulation model is presented to deduce the artifact system level design principles (behaviors) for sustainable product development."
3316,,"In this study we build a macroeconomic agent-based model that is calibrated for the specific case of Poland to explore whether the overconfidence of top corporate managers in the context of their initial public offering (IPO) decisions is detrimental for the firms being managed in this way, the financial market dynamics, and the selected macroeconomic indicators. We found a contradiction between the micro and macro impacts of overconfidence. Overconfident firms showed better performance in terms of output than other firms but were also more exposed to stock market volatility, thereby making them more likely to default. The higher default rates of overoptimistic firms negatively impacted the banking sector and increased financial instability. Finally, we ran policy shocks and showed that increased financial instability can be offset by strengthening the regulation of the banking sector. "
705,,"Word-of-mouth marketing is increasingly influencing customer purchase decisions, especially with the rise of social media apps that facilitate digital marketing dynamics. While some studies have examined word-of-mouth marketing in physical networks, few have explored it in digital networks. This research tests the effects of digital-word-of-mouth under different levels of advertising intensity and fees in a newsvendor setting together with different network and cost structures. An agent-based simulation, based on the Susceptible-Infected-Recovered model, is used to simulate the spread of information through direct advertising on a digital network. This simulation helps in determining the demand generated based on the specific costs and network structures under consideration, which is then used to optimize the order quantity in the classical newsvendor problem. The results of the tested scenarios were evaluated using decision trees, the aim being to provide a decision support system. The results showed that the network structure has the largest significant impact on outcomes. In networks with a high number of connections, a marketing campaign that starts slowly typically yields higher returns than the amount spent. On the other hand, campaigns that aggressively target networks with low average degree values perform the worst. "
426,,"Although classic ecological models often have assumed functional equivalence among individuals in a population, ecologists now recognize that individual variation can modulate ecological processes across levels of organization. Nevertheless, current models disproportionately emphasize variation among cohorts, and considerable uncertainty remains over the mechanisms that generate within-cohort variation and the downstream consequences for population and community dynamics. State-dependent life-history theory provides a useful framework for predicting the causes and consequences of within-cohort variation. Behavioral or physiological adjustments made by individuals in response to their underlying state (e.g., energy reserves or disease status) can influence fitness and, by extension, population performance. For iteroparous animals, resource allocation by maternal females often is state dependent; however, the population-level consequences of this strategy and the mechanisms that govern them remain largely unresolved. To explore individual variation in reproductive effort and its associated outcomes, we developed and empirically parameterized a state-dependent, individual-based model of maternal resource allocation for a long-lived, iteroparous mammal, the North American elk (Cervus canadensis). Females were allowed to adjust their investment in gestation versus lactation in response to their nutritional condition in spring. We tested the prediction that females in poor condition could increase fitness by delaying parturition and increasing investment in gestation, giving birth to correspondingly larger neonates that had a greater chance of surviving their first month of life (when mortality is generally highest) and subsequently reducing investment in lactation to help rebuild somatic reserves. We predicted that population growth would be faster when resource allocation was state dependent than when gestation length was decoupled from female condition and adjustment of reproductive investment was largely post-natal. Our results supported this prediction: state-dependent resource allocation by maternal females increased population growth by an average of 4%, leading to larger population sizes after 30 years. Population growth was consistent across a range of winter severities, suggesting that state-dependent resource allocation also could help buffer populations against climatic variation. Our results reveal a potentially general mechanism underpinning intraspecific variation in life-history strategies and suggest that such variation at the individual level can influence performance outcomes at the population level. "
7441,,"In this study, based on the analysis of the dynamic nature of collaborative design process, a new framework of collaborative design for modelling an immersive VR automotive driving learning (imseADL) platform is described. This framework adopts an agent-based approach and relocates designers, system and the supporting agents in a unified knowledge representation scheme for imseADL design. This study presents the research issues and industrial requirements for such a system. Furthermore, a prototype system of the proposed framework is implemented and its feasibility is evaluated using a real design scenario whose objective is designing an imseADL. In this system, each virtual element or assembly is designed as an independent unit. The unit agent method is used as the basic system modules. To manage these unit agents, a web-based interface manager is provided. The scene explorer is a virtual element design space based on unit agents and the interface manager. To manage the collaborative session, a web-based design phase manager is proposed. In this situation, designers do not possess all the knowledge they need but instead rely on other organisations. In addition, this proposed system is an effective and valuable architecture for collaboration design in today's product development environment. "
2764,,"This study aims to connect two strands of the psychology and economics literature, i.e., behavioural finance and agent-based macroeconomics, to assess the impact of managerial overconfidence at the micro and macro levels of the economy as a whole. We build a macroeconomic stock-flow consistent agent-based model that is calibrated for the specific case of Poland to explore whether the overconfidence of top corporate managers in the context of their initial capital structure decisions is detrimental for the firms being managed in this way, the financial market dynamics, and the selected macroeconomic indicators. We model heterogeneous firms with different capital structure decision criteria depending on their degree of managerial overconfidence. Our model also includes a complete macroeconomic closure with aggregated households, capital producers, banking, and a public sector. We find that firms with overconfident managers outperform in terms of investment and size but are also more fragile, thereby making them more likely to default. Finally, we run policy shocks and show that while investors' flight to liquidity creates financial turmoil and increases the probability of default. This paper contributes to the knowledge base by linking behavioural corporate finance and agent-based macroeconomics. In general, the excess overconfidence on the micro level, either an increase in the proportion of overconfident firms or a higher degree of overconfidence among managers, has a strong destabilizing impact on the economy as a whole on the macro level. "
8797,,"In this paper, the problem of social order posed by infosocieties is illustrated and solutions are discussed. Two main solutions are currently implemented in the fields of Artificial Societies and Multiagent Systems, i.e. Evolutionary Algorithms, on one hand, and Designed Institutions, on the other. Both proceed from controversial assumptions. Evolutionary Algorithms are based upon the idea that reproduction and imitation of fit individuals yield social evolution. However, this idea has been efficaciously [Journal of Artificial Societies and Social Simulation 1 (1998) 3] questioned. The complementary solution, i.e. Designed Institutions, is based upon systems of incentives and sanctions. In this paper, these are argued to be unreliable and even counterproductive, especially when natural agents are involved. Emergent social Institutions and distributed control are thus discussed as an alternate solution to the problem of social order. Hypotheses about the co-evolutionary process, including mental and social structures, leading to Emergent Institutions are discussed, and advantages over the preceding solutions are illustrated. Unlike Evolutionary Algorithms, Emergent Institutions are based upon (implicit) social norms and reputation. Unlike Designed Institutions, Emergent Institutions give rise to spontaneous social control, which is more efficient and less costly than centralised control. Finally, the role of Emergent Institutions in infosocieties is examined. "
312,,"Magteon-Turing L3TM is a highly secure and scalable framework specifically designed for real-time social network protection. It integrates advanced large language models (LLMs), including Megatron-Turing NLG, Swarm OpenAI, Langchain, advance Bagging and Ensembling techniques to strengthen threat detection and mitigation capabilities. While previous studies in social network security have largely focused on detecting isolated attack types using dedicated models, such approaches fall short in dynamic environments where networks face multiple, evolving threats. In contrast, the proposed Magteon-Turing L3TM framework is built to detect and defend against a wide spectrum of attacks, eliminating the need for narrowly specialized solutions. This research introduces a novel methodology by integrating Megatron-Turing NLG with multiple learning models, each statistically, probabilistically, and experimentally validated using real-time data from Facebook and Twitter. During evaluation, the framework achieved an accuracy of 98.5 % on Facebook and 98.7 % on Twitter, confirming its reliability and adaptability in real-world conditions. Unlike traditional systems that require retraining for every new threat, Magteon-Turing L3TM can be fine-tuned in response to emerging attacks by dynamically adjusting to specific community and agent-based threat profiles. This makes it the first framework of its kind to unify high-performance LLMs and adaptive learning in a cohesive, real-time security system capable of countering diverse social network vulnerabilities. "
2171,,"Grain security is one of the most important issues worldwide. Many developing countries, including China, have adopted the Agriculture Support Price (ASP) program to stimulate farmers’ enthusiasm for growing grain, to ensure self-sufficiency in grain and the stable development of the grain market. To propose decision support for the government in designing a more reasonable support price in the ASP program, we formulate an agent-based model to simulate the operation of the wheat market in the harvest period. To formulate the formation process of the market price influenced by farmers’ expected sale price, processors’ expected purchase price, and the ASP, the time series and regression methods are adopted. Based on the proposed market price model, to quantitatively analyze the grain transaction process and the ASP program’s impacts on market agents, we develop an agent-based simulation model to describe the adaptive evolution and interaction among market agents. Furthermore, we validate and implement the simulation model with public wheat market data. Finally, insights and suggestions about the decision of the ASP program are provided. "
2956,,"National responses to a pandemic require populations to comply through personal behaviors that occur in a cultural context. Here we show that aggregated cultural values of nations, derived from World Values Survey data, have been at least as important as top-down government actions in predicting the impact of COVID-19. At the population level, the cultural factor of cosmopolitanism, together with obesity, predict higher numbers of deaths in the first two months of COVID-19 on the scale of nations. At the state level, the complementary variables of government efficiency and public trust in institutions predict lower death numbers. The difference in effect between individual beliefs and behaviors, versus state-level actions, suggests that open cosmopolitan societies may face greater challenges in limiting a future pandemic or other event requiring a coordinated national response among the population. More generally, mass cultural values should be considered in crisis preparations. "
3731,,"Life cycle assessment (LCA) has proven its worth in modelling the entire value chain associated with the production of goods and services. However, modelling the consumption system, such as the use phase of a product, remains challenging due to uncertainties in the socio-economic context. Agent-based models (ABMs) can reduce these uncertainties by improving the consumption system modelling in LCA. So far, no systematic study is available on how ABM can contribute towards a behavior-driven modelling in LCA. This paper aims at filing this gap by reviewing all papers coupling both tools. A focus is carried out on 18 case studies which are analysed according to criteria derived from the four phases of LCA international standards. Criteria specific to agent-based models and the coupling of both tools, such as the type and degree of coupling, have also been selected. The results show that ABMs have been coupled to LCA in order to model foreground systems with too many uncertainties arising from a behaviour-driven use phase, local variabilities, emerging technologies, to explore scenarios and to support consequential modelling. Foreground inventory data have been mainly collected from ABM at the use phase. From this review, we identified the potential benefits from ABM at each LCA phase: (i) scenario exploration, (ii) foreground inventory data collection, (iii) temporal and/or spatial dynamics simulation, and (iv) data interpretation and communication. Besides, methodological guidance is provided on how to choose the type and degree of coupling during the goal and scope phase. Finally, challenging LCA areas of research that could benefit from the agent-based approach to include behaviour-driven dynamics at the inventory and impact assessment phase have been identified. "
6414,,"Network community mining algorithms aim at efficiently and effectively discovering all such communities from a given network. Many related methods have been proposed and applied to different areas including social network analysis, gene network analysis and web clustering engines. Most of the existing methods for mining communities are centralized. In this paper, we present a multi-agent based decentralized algorithm, in which a group of autonomous agents work together to mine a network through a proposed self-aggregation and self-organization mechanism. Thanks to its decentralized feature, our method is potentially suitable for dealing with distributed networks, whose global structures are hard to obtain due to their geographical distributions, decentralized controls or huge sizes. The effectiveness of our method has been tested against different benchmark networks. "
2721,,"Increasingly urbanized populations and climate change have shifted the focus of decision makers from economic growth to the sustainability and resilience of urban infrastructure and communities, especially when communities face multiple hazards and need to recover from recurring disasters. Understanding human behavior and its interactions with built environments in disasters requires disciplinary crossover to explain its complexity, therefore we apply the lens of complex adaptive systems (CAS) to review disaster studies across disciplines. Disasters can be understood to consist of three interacting systems: (1) the physical system, consisting of geological, ecological, and human-built systems; (2) the social system, consisting of informal and formal human collective behavior; and (3) the individual actor system. Exploration of human behavior in these systems shows that CAS properties of heterogeneity, interacting subsystems, emergence, adaptation, and learning are integral, not just to cities, but to disaster studies and connecting them in the CAS framework provides us with a new lens to study disasters across disciplines. This paper explores the theories and models used in disaster studies, provides a framework to study and explain disasters, and discusses how complex adaptive systems can support theory building in disaster science for promoting more sustainable and resilient cities. "
8393,,"In fish schools the density varies per location and often individuals are sorted according to familiarity and/or body size. High density is considered advantageous for protection against predators and this sorting is believed to be advantageous not only to avoid predators but also for finding food. In this paper, we list a number of mechanisms and we study, with the help of an individual-based model of schooling agents, which spatial patterns may result from them. In our model, schooling is regulated by the following rules: avoiding those that are close by, aligning to those at intermediate distances, and moving towards others further off. Regarding kinship/familiarity, we study patterns that come about when agents actively choose to be close to related agents (i.e., 'active sorting'). Regarding body size, we study what happens when agents merely differ in size but behave according to the usual schooling rules ('size difference model'), when agents choose to be close to those of similar size, and when small agents avoid larger ones ('risk avoidance'). Several spatial configurations result: during 'active sorting' familiar agents group together anywhere in the shoal, but agents of different size group concentrically, whereby the small agents occupy the center and the large ones the periphery ('size difference model' and 'active sorting'). If small agents avoid the risk of being close to large ones, however, small agents end up at the periphery and large ones occupy the center ('risk avoidance'). Spatial configurations are also influenced by the composition of the group, namely the percentage of agents of each type. Furthermore, schools are usually oblong and their density is always greatest near the front. We explain the way in which these patterns emerge and indicate how results of our model may guide the study of spatial patterns in real animals."
3520,,"We describe an agent-based model where trades happen in event-based time called directional-change intrinsic time. Events are defined as the reversal price moves of a directional-change threshold from a local extreme. The price impact of traded volumes is modelled according to the empirically observed squared root impact function. The time series generated by the agents is characterised by statistical properties typical for foreign-exchange rates: low autocorrelation of returns, fat-tailed distribution of returns, aggregated normality, and the price jump scaling law. Furthermore, we introduce and use as a benchmark, the overshoot scaling law, which is an omnipresent feature of liquid markets and relates the expected length of price overshoots to the length of the corresponding directional-change threshold. "
170,,"The economic shock of the Covid-19 crisis has disproportionately impacted small businesses and the self-employed. Around the globe, their survival during the pandemic often relied heavily on government assistance. This article explores how economic relief to business is understood through the lens of deservingness in the public. It examines the case of Germany, where the government has responded to the pandemic by implementing an extensive support programme. Notably, in this context, the self-employed are typically outsiders to the state insurance system. Combining computational social science methods and a qualitative analysis, the article focuses on the debate about direct subsidies on the social media platform Twitter/X between March 2020 and June 2021. It traces variation in the patterns of claim making in what is a rich debate about pandemic state support, finding that this discourse is characterised by the concern that economic relief threatens to blur existing boundaries of worth in society. The reciprocity principle of deservingness theory is pivotal in asserting business identities in times of crisis, yet it also reveals a fundamentally ambiguous relationship with the principle of need. Additionally, the claim of justice-as-redress, as a novel dimension of reciprocity, surfaces as an important theme in this debate. "
8,,"China's sustainable development pricing settlement mechanism provides a risk-hedging tool for renewable energy market entry. However, this mechanism excludes benefits from other medium and long-term contracts and green certificates. This will create issues regarding the choice of how renewable energy enters the market. Therefore, analysis the effect of mechanism volume and price to the market participation behavior and the benefit of renewable energy is key to policy refinement. To this end, this paper constructs an agent-based multi-strategy evolutionary game model to examine the strategic evolutionary trends of renewable energy entities under varying mechanism scale constraints. The study also investigates their impacts on entity revenues and the scale of mechanism electricity subsidies. Analytical results reveal that: sufficient mechanism electricity safeguards renewable energy revenues but may escalate subsidy pressure incrementally each year; while reducing mechanism electricity alleviate subsidy pressure, they also lower contract prices for successful bidders, making the exit mechanism or high bidding strategy a more appealing choice for renewables. The study recommends that to boost the growth of renewable energy capacity, sufficient mechanism-based electricity volume should be guaranteed. As renewable energy expands in the future, efforts should be made to gradually reducing mechanism electricity in the future. Policymakers should optimize the formation mechanism for local mechanism electricity price cap and floors to align with electricity market signals, thereby ensuring the basic returns and orderly development of renewable energy. "
8667,,"We propose a computational agent-reasoning model (CAR) for constructing intelligent agent. Based on the CAR model, we present a new type of agent, computational intelligent agent (CIA), which has the ability to model, reason and make decisions on behalf of human beings. Unlike traditional intelligent agents, CIA is able to represent knowledge and carry out the inferences using numeric representations and computation instead of symbolic representation and deduction. Thus, the construction of CIA is simplified and the implementation code is compact. CIA also has the ability to handle various types of fuzzy information. It can be applied to various agent applications, especially for electronic commerce over the Internet. An example of CIA as a buying agent is illustrated. "
7523,,"This paper presents a model of border enforcement in order to address trade-related invasive species risk. An agent-based modeling (ABM) framework was developed based on a theoretical economic model that incorporates a spatially explicit damage function. The framework was applied to a representative commodity (broccoli), invasive species (crucifer flea beetle), ports-of-entry (Calexico and Otay Mesa U.S./Mexico land ports), and vulnerable location (California). The ABM evaluated the economic impacts of port-specific and importer-specific enforcement regimes, enabling regulators to improve both the allocation of scarce enforcement resources and the effectiveness of current enforcement policies. The analysis generated several policy relevant findings concerning importing firm behavior and suggests conditions under which increasing enforcement may or may not significantly reduce invasive species risk and associated crop damages. The analysis illustrates that with a more realistic parameterization, the ABM could be used to make real-world policy decisions concerning allocation of limited resources across ports-of-entry. "
5326,,The present paper sets to conduct a theoretical investigation on the role of national culture in shaping innovation diffusion patterns in different markets. We build a culturally grounded agent-based model to examine the question and introduce cultural heterogeneity to our simulations by merging two of Hofstede's dimensions of culture (individualism/collectivism and uncertainty avoidance) with Rogers' seminal work on innovation diffusion behavior. Our findings suggest that both dimensions of culture influence diffusion rates. The model also puts forward the importance of network topology as an enabling factor of national culture on diffusion processes. 
8860,,"For sometime now agent-based and multi-agent systems (MASs) have attracted the interest of researchers far beyond traditional computer science and artificial intelligence (AI). In this article we try to identify focal points of interest for researchers working in the area of distributed AI (DAI) and MAS as well as application-oriented researchers coming from related disciplines, e.g. electrical and mechanical engineering. We do this by presenting key research topics in DAI and MAS research and by identifying application domains in which the DAI and MAS technologies are most suitable. The research topics we discuss are separated into agent architectures and organizations, negotiation among agents, and self-adaptation of MAS using learning techniques. Regarding the application domains for these techniques we distinguish the application domains according to whether the agents control a physical or virtual body (Gestalt) or not. This separation of the application domains is not strict; it represents two ends of a continuum. On the one end of this continuum we have autonomous robot systems which act in a physical environment (sometimes referred to as hardware agents), and on the other end, we have abstract environments, such as in workflow systems, which rarely display the geometrical and physical aspects of the environment we are used to living in."
1657,,"Chemical recycling (CR) could support a circular approach for municipal solid waste (MSW) treatment. In promoting the recirculation of recyclable carbon-containing waste as secondary feedstock for chemical production, it could contribute to resource conservation, emissions reduction, and supply security. To evaluate CR's contribution to the transition from a linear to a circular carbon economy—and correspondingly to the achievement of environmental, economic, and social sustainability as indicated in the UN Sustainable Development Goals (UN-SDGs)—this study builds on extant literature of life cycle sustainability assessment (LCSA) to investigate consequential environmental, economic, and social CR impacts. Specifically, an integrated approach whereby process-based life cycle assessment, techno-economic analysis, and social indicators are linked in the framework of an agent-based model is developed to investigate sustainability consequences of CR via gasification of residual MSW in Germany. Results suggest that CR contributes to reducing climate change and to addressing terrestrial acidification and fossil resource scarcity. However, its deployment will be associated with significant system costs. Hence, to promote CR implementation, measures such as obliging direct waste incineration to trade CO<inf>2</inf> certificates—provided that certificate prices increase sharply in the future—as well as implementing a recycling rate are found to be necessary to gap economic disadvantages. This study not only contributes to extending life cycle approaches for LCSA methodologically, it furthermore provides valuable insights into temporal and spatial interactions in waste management systems to inform science, industry, and politics about the sustainability impacts of CR on the achievement of the UN-SDGs. This article met the requirements for a gold-gold JIE data openness badge described at http://jie.click/badges. (Figure presented.). "
7525,,"Agent-based simulation modeling (or ABM) is used to examine the evolution of farm size and financial structure in Canadian prairie agriculture over the period 1960-2000. Individual farm agent interaction and dynamics in this model occur through land ownership and leasing markets. A base scenario is developed and the model is validated against actual data from a typical Saskatchewan farm region. Subsequently, we simulate counterfactual policy scenarios applicable to farms in this region. Overall, we view the contribution of this paper as twofold - first, it represents a ""proof of concept"" of ABM's ability to simulate farming on a medium to large scale. Second, the model allows us to examine the contributions of entrepreneurship, factor endowment, and historical government agricultural support payments on the evolution of Canadian prairie farm structure. "
3457,,"Modeling cancer cells is essential to better understand the dynamic nature of brain tumors and glioma cells, including their invasion of normal brain. Our goal is to study how the morphology of the glioma cell influences the formation of patterns of collective behavior such as flocks (cells moving in the same direction) or streams (cells moving in opposite direction) referred to as oncostream. We have observed experimentally that the presence of oncostreams correlates with tumor progression. We propose an original agent-based model that considers each cell as an ellipsoid. We show that stretching cells from round to ellipsoid increases stream formation. A systematic numerical investigation of the model was implemented in ℝ2. We deduce a phase diagram identifying key regimes for the dynamics (e.g. formation of flocks, streams, scattering). Moreover, we study the effect of cellular density and show that, in contrast to classical models of flocking, increasing cellular density reduces the formation of flocks. We observe similar patterns in ℝ3 with the noticeable difference that stream formation is more ubiquitous compared to flock formation. "
2185,,"Computational methods have become an integral part of political science research. However, helping students to acquire these new skills is challenging because programming proficiency is necessary, and most political science students have little coding experience. This article presents pedagogical strategies to make transitioning from Excel, SPSS, or Stata to R or Python for data analytics less challenging and more exciting. First, it discusses two approaches for making computational methods accessible: showing the big picture and walking through the workflow. Second, a step-by-step guide for a typical course is provided using three examples: learning programming fundamentals, wrangling messy data, and communicating data analysis. "
1221,,"The SARS-CoV-2 pandemic has made abundantly evident that human behavior is a critical factor in determining whether interventions intended to manage infection spread are effective. Human behavior is driven by decision processes about whether to comply with advice from public-health experts and instructions from officials charged with managing pandemic response within organizations and governmental regions. And guiding those decisions are personal values, often shared with others, which are understudied features of pandemic management. Here, we demonstrate the role of values in a pandemic simulation using The Artificial Organization (TAO), an existing, strongly validated, agent-based, decision-support tool for pandemic management. We enhance TAO by adding human values to create TAO-V, focusing particularly on values related to political ideology, the spread of those values, and the way political values and compliance decisions have interacted in the United States of America (and other nations, usually to a lesser extent). TAO-V confirms that human values are influential factors in a pandemic simulation, which invites testing against real-world data from pandemic-management efforts. Even before real-world testing, the results of this study suggest that public-health messaging might be more effective if it were to engage values rather than only stress compliance with public-health recommendations. "
8706,,"This introduction attempts to convey a sense of the possible, or near possible, with respect to the cutting edge of computer-based methods supporting social science research and inquiry. In addition, it is also intended to reflect computationally inspired perspectives, metaphors, models, and theories that may affect society. To that end, this article, through the introduction of the authors who contributed to this volume, explores the role played by agency-level computational methods, as opposed to aggregate level, in reshaping the practice and use of social science/inquiry. Agency-focused methods as used in this introduction not only emphasize the action of agents within an artificial environ but also attempt to encompass approaches beyond the cellular automata methods typically associated with agent-based modeling environments."
8266,,"In this research, we tackled the emergence and stability of key currency when economic strength countries was equal. We propose an artificial international market model with currency credibility as the standard selected for payment. We constructed multiple markets based on the X-Economy System. Through simulations, we found the possibility that key currency could emerge in a symmetric situation, and market and the specialization of production could be stabilized by foreign exchange trade. "
4671,,"Land-use changes have dramatically transformed tropical landscapes. We describe an ecological-economic land-use change model as an integrated, exploratory tool used to analyze how tropical land-use change affects ecological and socio-economic functions. The model analysis seeks to determine what kind of landscape mosaic can improve the ensemble of ecosystem functioning, biodiversity, and economic benefit based on the synergies and trade-offs that we have to account for. More specifically, (1) how do specific ecosystem functions, such as carbon storage, and economic functions, such as household consumption, relate to each other? (2) How do external factors, such as the output prices of crops, affect these relationships? (3) How do these relationships change when production inefficiency differs between smallholder farmers and learning is incorporated? We initialize the ecological-economic model with artificially generated land-use maps parameterized to our study region. The economic sub-model simulates smallholder land-use management decisions based on a profit maximization assumption. Each household determines factor inputs for all household fields and decides on land-use change based on available wealth. The ecological sub-model includes a simple account of carbon sequestration in above-ground and below-ground vegetation. We demonstrate model capabilities with results on household consumption and carbon sequestration from different output price and farming efficiency scenarios. The overall results reveal complex interactions between the economic and ecological spheres. For instance, model scenarios with heterogeneous crop-specific household productivity reveal a comparatively high inertia of land-use change. Our model analysis even shows such an increased temporal stability in landscape composition and carbon stocks of the agricultural area under dynamic price trends. These findings underline the utility of ecological-economic models, such as ours, to act as exploratory tools which can advance our understanding of the mechanisms underlying the trade-offs and synergies of ecological and economic functions in tropical landscapes. "
6670,,"We describe a bottom-up framework, based on the identification of appropriate order parameters and determination of phase diagrams, for understanding progressively refined agent-based models and simulations of financial markets. We illustrate this framework by starting with a deterministic toy model, whereby N independent traders buy and sell M stocks through an order book that acts as a clearing house. The price of a stock increases whenever it is bought and decreases whenever it is sold. Price changes are updated by the order book before the next transaction takes place. In this deterministic model, all traders based their buy decisions on a call utility function, and all their sell decisions on a put utility function. We then make the agent-based model more realistic, by either having a fraction fb of traders buy a random stock on offer, or a fraction fs of traders sell a random stock in their portfolio. Based on our simulations, we find that it is possible to identify useful order parameters from the steady-state price distributions of all three models. Using these order parameters as a guide, we find three phases: (i) the dead market; (ii) the boom market; and (iii) the jammed market in the phase diagram of the deterministic model. Comparing the phase diagrams of the stochastic models against that of the deterministic model, we realize that the primary effect of stochasticity is to eliminate the dead market phase. "
6149,,"Herding and farming coexisted in Central Asia for several thousand years as main options of preindustrial economic production. The relationship between people practicing different variants of these modes of subsistence is known to have been dynamic. Among the many possible explanations, we explore this dynamic by modeling mechanisms that connect aggregate decisions to land use patterns. Within the framework of the SimulPast project, we show here the results from step 1 of our modeling program: the Musical Chairs Model. This abstract agent-based model describes a mechanism of competition for land use between farming and herding. The aim is the exploration of how mobility, intensity, and interdependence of activities can influence land use pattern. After performing a set of experiments within the framework of this model, we compare the implications of each condition for the corroboration of specific land use patterns. Some historical and archaeological implications are also discussed. We suggest that the overall extension of farming in oases can be explained by the competition for land use between farming and herding, assuming that it develops with little or no interference of climatic, geographical, and historical contingencies. "
8040,,"Agent-based computational economics (ACE) combines elements from economics and computer science. In this article, the focus is on the relation between the evolutionary technique that is used and the economic problem that is modeled. In the field of ACE, economic simulations often derive parameter settings for the genetic algorithm directly from the values of the economic model parameters. This article compares two important approaches that are dominating in ACE and shows that the above practice may hinder the performance of the genetic algorithm and thereby hinder agent learning. More specifically, it is shown that economic model parameters and evolutionary algorithm parameters should be treated separately by comparing the two widely used approaches to social learning with respect to their convergence properties and robustness. This leads to new considerations for the methodological aspects of evolutionary algorithm design within the field of ACE. "
8799,,"Business process modeling, analysis, and then redesign are the central task in the efforts of reengineering business processes. Frequently reviewing and promptly changing business processes to adapt to new business environment is the key to maintain agility under the competitive global market. It is imperative to enhance the adaptability of business processes. This paper proposes a multi-agent information system (MAIS) based on Swarm, a multi-agent simulation platform, to simulate business processes, and incorporate reinforcement learning to obtain better process adaptability. The resulting system, called BPSLS, is elaborated and evaluated by the order fulfillment process in supply chain networks."
7509,,"How the society composed of self-interest individual to cooperate is discussed in this paper, the conclusion of the simulation with multi-Agent system shows that the cooperation can be constituted by punishing non-cooperation and encouraging cooperation. This makes a reference to the simulation method for more complex social sciences. "
1550,,"Prediction Markets (PMs) are markets in which agents trade event contingent assets. Enterprises use PMs to forecast revenues and project deadlines. This paper presents an Agent-based model, called Logarithmic Market Scoring Rule-Automated Market Maker (LMSR-ASM), to evaluate Prediction Markets. Our model is capable of testing different types of Automated Market Makers (AMMs), which are mathematical functions or computational mechanisms needed to provide liquidity in Prediction Markets. The model offers insights into how to set parameters in a PM and how profits react to contrasting settings and AMMs. In addition, we simulate different probability processes, distinct AMMs, and agent behaviors. This paper also utilizes the LMSR-ASM to evaluate the impact of choosing initial prices in profits and revenue opportunities regarding AMM computational implementation. We show that we can use the LMSR-ASM to find optimal parameters for maximizing profits in PMs and how different AMMs affect market results under a variety of settings. "
7571,,"This paper explores the economic impact of alternative ownership structures on transportation system performance, social welfare, and regulatory needs. Road pricing, investment, and ownership decisions are jointly considered in an agent-based evolutionary model applicable to large networks. Results suggest that a centralized public regime with average-cost pricing is far from socially optimal with even moderate demand growth. When properly regulated, a completely privatized transportation network could achieve net social benefits close to the theoretical optimum and distribute a high percentage of welfare gains to travelers. But an unregulated private road economy would suffer from higher-than-optimal tolls and overinvestment."
